Dividend  Divisor Quotient Remainder
8B87DACA 9B2F533E 00000000 8B87DACA
0084F5E5 2FE46077 00000000 0084F5E5
A2495E36 6308014C 00000001 3F415CEA
2A24CF5E 1B30EE3D 00000001 0EF3E121
4A180FC9 E850391E 00000000 4A180FC9
45BF0F7D 7118D0BD 00000000 45BF0F7D
CFB24791 A3302C38 00000001 2C821B59
58335332 63D6FC83 00000000 58335332
EF746DF8 3969B6B6 00000004 09CD9320
D340F03B FBF1E8E3 00000000 D340F03B
FC6CB2AB 9D6CEBA5 00000001 5EFFC706
CEBA5887 63C8A1B3 00000002 07291521
21091632 3410DFEF 00000000 21091632
EA927D05 C913099A 00000001 217F736B
C190B9AD 7A8980D3 00000001 470738DA
616AB1F4 A913FE65 00000000 616AB1F4
2CEEE464 8B571C1F 00000000 2CEEE464
F8FDAF49 A2EB4AD8 00000001 56126471
401A2245 2CF36B4F 00000001 1326B6F6
4AFC67BF 69264BCF 00000000 4AFC67BF
F64C8F6D 81887050 00000001 74C41F1D
B16003E2 AE77E6A0 00000001 02E81D42
DF43C48F 9C352695 00000001 430E9DFA
A4D140A9 119E431C 00000009 0640E4AD
07074A8D C780C0E6 00000000 07074A8D
26E79A06 8A0AFBFA 00000000 26E79A06
B1D1CCE1 C63FE622 00000000 B1D1CCE1
CAE5D770 7E570741 00000001 4C8ED02F
6D454D0E 376DC2E6 00000001 35D78A28
31047143 554DC5D2 00000000 31047143
82853017 E75AA365 00000000 82853017
9AD2FD43 F91FD2CD 00000000 9AD2FD43
64D81454 F5820AD8 00000000 64D81454
744951A4 A9E874D4 00000000 744951A4
3E0AB4F9 D04174EE 00000000 3E0AB4F9
BF5B8F69 7E396440 00000001 41222B29
F398277C 57BB15F4 00000002 4421FB94
CA62EDED 67370EF0 00000001 632BDEFD
039A26B6 1FE7E2C0 00000000 039A26B6
C2FEFE82 A8D4C1FC 00000001 1A2A3C86
18D94CFE 5AFA045E 00000000 18D94CFE
5E71084F B48BB68E 00000000 5E71084F
C711622D B04F8912 00000001 16C1D91B
BBBBA1E6 E13CC94C 00000000 BBBBA1E6
8C773A5E 67F9D830 00000001 247D622E
A802AA97 8A2A2A79 00000001 1DD8801E
848FBBFB 0B99CF76 0000000B 04F3D1E9
D664FFD0 ABD2EBC7 00000001 2A921409
634AE987 71ED1A93 00000000 634AE987
1C1D80FD 7FA75A16 00000000 1C1D80FD
4E8709CC C9350BE3 00000000 4E8709CC
FCABD463 F42AD7ED 00000001 0880FC76
C940542F 172D0043 00000008 0FD85217
CB317D91 466ACB81 00000002 3E5BE68F
59A57FF4 E2E6CAD6 00000000 59A57FF4
CAE38BAA 59CD737B 00000002 1748A4B4
3C485D0B 8A458B62 00000000 3C485D0B
8E150E01 4DCBBB7C 00000001 40495285
8227CCE9 42171A01 00000001 4010B2E8
7F2EC5B6 9A45B73A 00000000 7F2EC5B6
05062F5E 626229C0 00000000 05062F5E
1FFBBB74 ACD057FA 00000000 1FFBBB74
108024E1 3BEB6D47 00000000 108024E1
9A8FB390 FD4B3EC4 00000000 9A8FB390
45E74B74 2352D9F1 00000001 22947183
D180BEDA 160F972A 00000009 0AF46E60
B9A57805 9DDD16F1 00000001 1BC86114
F21FF769 1CD80300 00000008 0B5FDF69
639D65D7 414C6290 00000001 22510347
440837FC 80C4CF1D 00000000 440837FC
1D65B27C 6510CD5B 00000000 1D65B27C
4B56604D CA985A52 00000000 4B56604D
F397E9BF 4DCCD707 00000003 0A3164AA
6C2D7D3F 8AA60774 00000000 6C2D7D3F
B738F36E 57440CD0 00000002 08B0D9CE
87BD7F16 41F72B88 00000002 03CF2806
CCC2ACB6 09C37FE3 00000014 097CAEFA
A35D357B AF8EB02A 00000000 A35D357B
29F3839B FEDCAD36 00000000 29F3839B
1838EF33 C1FBB980 00000000 1838EF33
6C68355C BCA97079 00000000 6C68355C
5D7583BF E9D9C0DD 00000000 5D7583BF
932D5CD4 C08C5F4C 00000000 932D5CD4
0D6BDD09 21E4528E 00000000 0D6BDD09
74E1A0CD C8F18DC5 00000000 74E1A0CD
4B18A835 1A568D11 00000002 166B8E13
0B4F9B7F 7374DED0 00000000 0B4F9B7F
2676DA1D 74F377E2 00000000 2676DA1D
21DA1781 4BA5A9BC 00000000 21DA1781
F1829978 781205B7 00000002 015E8E0A
DFE369AF B1031D47 00000001 2EE04C68
858AED1A 1C95E2BC 00000004 1333622A
3AFA94DD E4490B9A 00000000 3AFA94DD
0279F482 CBB65520 00000000 0279F482
EE22A3AF 72348050 00000002 09B9A30F
5A6CFBA3 933E6579 00000000 5A6CFBA3
30D55B18 645408CC 00000000 30D55B18
2AB5B4CC E3E8A151 00000000 2AB5B4CC
46AB78A8 874C91BC 00000000 46AB78A8
5E532E79 FFB0948F 00000000 5E532E79
E5F7BEDA 07BE629D 0000001D 05669311
6C1D3959 149B8F5C 00000005 05136C8D
9F343B37 BF9B9E0D 00000000 9F343B37
F20ECD34 23FA79DA 00000006 1A2FF218
59A0B114 74C853AF 00000000 59A0B114
25233A16 3A6D42EB 00000000 25233A16
1236F045 87104193 00000000 1236F045
C6AC2D45 F07532F4 00000000 C6AC2D45
8A8C2531 935B79E5 00000000 8A8C2531
F95F011D 2D9125D0 00000005 1589440D
250BB37F 8AFBCE49 00000000 250BB37F
6270EC41 9AFD496D 00000000 6270EC41
6BB67901 2CF08BD7 00000002 11D56153
5BC87203 75151191 00000000 5BC87203
78532EB2 95ECD01E 00000000 78532EB2
26B7A2CE E9B28676 00000000 26B7A2CE
F0514F49 9A922E41 00000001 55BF2108
33080371 3CF26450 00000000 33080371
816B786A 7E56EC82 00000001 03148BE8
5B2FEE32 74ADB764 00000000 5B2FEE32
C2075623 B14E943B 00000001 10B8C1E8
D54F9775 37895C89 00000003 2EB381DA
FE21CC29 35B7F6E5 00000004 2741F095
4F789D8F 9AF229E4 00000000 4F789D8F
8BA12038 0E62F105 00000009 0A26A70B
7CFCF026 D07159CA 00000000 7CFCF026
E5DB3724 EAB266C6 00000000 E5DB3724
2EB86C09 1CC9DDEF 00000001 11EE8E1A
DB2F1C5C C4831DCF 00000001 16ABFE8D
F53C7751 643D724A 00000002 2CC192BD
95228698 9E74C9AF 00000000 95228698
57124C33 1E306A46 00000002 1AB177A7
45A9B3EF 8D9C6AAE 00000000 45A9B3EF
6F1CF494 1DF286C8 00000003 1545603C
D3261CD7 2194C673 00000006 09A97625
A8C1B073 4FCE7F2D 00000002 0924B219
9DB36011 993358D7 00000001 0480073A
28EECB41 C5A8BFC5 00000000 28EECB41
BA3DE6AF A211EC03 00000001 182BFAAC
F43AA011 6B2DE3E5 00000002 1DDED847
AD8CC96A 4DBBC3AF 00000002 1215420C
A379831D 64B88655 00000001 3EC0FCC8
0F04B41C AA5B7048 00000000 0F04B41C
0CCD6E60 EAF4FEB8 00000000 0CCD6E60
CA9DCF43 0D515F04 0000000F 02D93E07
E7B66D71 2B0B6DB9 00000005 107D48D4
BC45CE11 10D441D9 0000000B 0326F9BE
FAFC64C4 3C03D7DA 00000004 0AED055C
C33BFE0B 1E7F7230 00000006 0C3F50EB
604E27BF C9C31973 00000000 604E27BF
938B8CD9 0D9613A5 0000000A 0BAEC867
C328B4BB 806CAF8E 00000001 42BC052D
5924F8A2 C70D3A43 00000000 5924F8A2
19883CAE C45D71A9 00000000 19883CAE
47B3DD84 E626817B 00000000 47B3DD84
7B4DDAD6 6DD9E5ED 00000001 0D73F4E9
5AF99390 0199A461 00000038 015D9E58
6E0FB6C9 63D7050C 00000001 0A38B1BD
13BBC299 85416E15 00000000 13BBC299
9C0E88B3 E443CE83 00000000 9C0E88B3
D1AE6048 ED5BD31C 00000000 D1AE6048
ED23D6A7 47F45BEB 00000003 1546C2E6
F62EAE7D 85239923 00000001 710B155A
92E30F5C 042847F7 00000023 01613897
35EBE3AD E9B1136D 00000000 35EBE3AD
DA2EB42D 6F4532DF 00000001 6AE9814E
CB29610C 76C7E5E8 00000001 54617B24
3808781C 1789B2B7 00000002 08F512AE
19E4909D 0D5C1DD7 00000001 0C8872C6
729288F5 2BA420F4 00000002 1B4A470D
3EA8ED0B 1B229111 00000002 0863CAE9
29BA95C7 73FBD3FF 00000000 29BA95C7
5B927BDC 882A88AD 00000000 5B927BDC
E09F4AA6 74F52F6F 00000001 6BAA1B37
B0225A40 ACEB2FD0 00000001 03372A70
3EC811BB 879116BD 00000000 3EC811BB
C050893E 9A20D513 00000001 262FB42B
01B4C58E 7018E9CA 00000000 01B4C58E
F2315895 C51DA373 00000001 2D13B522
38AA3E77 EDC6E7BA 00000000 38AA3E77
7FF51698 A6C1E5AC 00000000 7FF51698
883659A9 55410D54 00000001 32F54C55
314A58E0 AA780F82 00000000 314A58E0
573C2116 91E64E67 00000000 573C2116
062D8595 CA8856D6 00000000 062D8595
32F310B1 B622E86A 00000000 32F310B1
5C08A612 2849C8EF 00000002 0B751434
D38B1066 D63A4386 00000000 D38B1066
4FE1F5AB 55B6B197 00000000 4FE1F5AB
24A771A6 B4237788 00000000 24A771A6
2490C3FA 2D250728 00000000 2490C3FA
90B2800E 959B4A17 00000000 90B2800E
86BE5DAA 3666D64E 00000002 19F0B10E
CD3B1B1A BFB02D9F 00000001 0D8AED7B
C99B5EFB 18DFA33A 00000008 029E452B
731D44BB 4CED319F 00000001 2630131C
675853EE E668E636 00000000 675853EE
B51EC28F EEBE4F44 00000000 B51EC28F
2763D85A 1846BA49 00000001 0F1D1E11
18AAB6B3 EC9FAB55 00000000 18AAB6B3
D3382990 B71D9ED8 00000001 1C1A8AB8
DA9889F3 61D8DC15 00000002 16E6D1C9
44BE3CC5 B23C616A 00000000 44BE3CC5
7F785B7D 5B90D689 00000001 23E784F4
7BE523CC CB238D93 00000000 7BE523CC
20D6FD51 B1B8D16C 00000000 20D6FD51
D5D36CB5 A31D288F 00000001 32B64426
55B286BF CDC1B595 00000000 55B286BF
3DDBF2AB 270522DE 00000001 16D6CFCD
140243E4 7152EE8E 00000000 140243E4
68626295 A2130CEF 00000000 68626295
4C822C36 E0BEAB36 00000000 4C822C36
A8EADAE7 A07E90BD 00000001 086C4A2A
EAADF13F 3410CBF2 00000004 1A6AC177
42BD64FB 61697EDF 00000000 42BD64FB
935CCAE5 9DFAE1C5 00000000 935CCAE5
54956346 D3573A3F 00000000 54956346
3E6B4536 09DF56C1 00000006 032F3CB0
6F10C24E F5E42A44 00000000 6F10C24E
E6F53E7C F7DDE689 00000000 E6F53E7C
D314249A 6A3A4581 00000001 68D9DF19
DC0501FB A848A225 00000001 33BC5FD6
B0AFE2D6 0355CE18 00000034 034205F6
DA1B1CFB 75D77E39 00000001 64439EC2
09C49B58 3FFD013E 00000000 09C49B58
DA4C28DA 676D2D41 00000002 0B71CE58
1D8EF01B AB3E8205 00000000 1D8EF01B
FE164B9F C91F8BCC 00000001 34F6BFD3
D72ABDE4 5A2ED986 00000002 22CD0AD8
FF0F2E24 3BF323DB 00000004 0F429EB8
5BD032CF 1FDA4733 00000002 1C1BA469
F9A3B904 1CE88A19 00000008 125F683C
B2FD7C8D 54C78E09 00000002 096E607B
E91F250B A67B8BC5 00000001 42A39946
2FBF8F38 BF3C13D0 00000000 2FBF8F38
E7C8A43C 10FF7FBB 0000000D 0ACF27BD
90F1A282 8AA81970 00000001 06498912
D21FF0E7 E9D142E2 00000000 D21FF0E7
C5FD30A1 5E881C10 00000002 08ECF881
003FA7BE C3D2E488 00000000 003FA7BE
3B31F1DF 727FD015 00000000 3B31F1DF
8EB8C76D D8AB668F 00000000 8EB8C76D
4214DC8B 10A5942E 00000003 10242001
D138F765 9D8E149A 00000001 33AAE2CB
6D1EDBB4 7F9B7CDF 00000000 6D1EDBB4
08727FE6 6F265363 00000000 08727FE6
B9E5F26F 3A140E36 00000003 0BA9C7CD
DC383862 6350B0F2 00000002 1596D67E
6ECD0662 A2CAE964 00000000 6ECD0662
D0C40CC6 E21BFBB6 00000000 D0C40CC6
80E92520 2F042417 00000002 22E0DCF2
38135BE0 75D21F97 00000000 38135BE0
384D71CE AD7087EF 00000000 384D71CE
527512DA F4AB6775 00000000 527512DA
9E38E0F1 20D68193 00000004 1ADEDAA5
84C01B31 6655C745 00000001 1E6A53EC
2506AF39 F7EA97B5 00000000 2506AF39
A9C3E51A 6FA2A083 00000001 3A214497
4D1B7EC2 34FFD54C 00000001 181BA976
82C04BBB D68A7201 00000000 82C04BBB
4BB779A1 A83006AA 00000000 4BB779A1
09FEC5BB 747FBF78 00000000 09FEC5BB
6E2B3C9A C72818AC 00000000 6E2B3C9A
B88D0AE6 7AAF0AA3 00000001 3DDE0043
4154B431 6E25F43E 00000000 4154B431
30A350B2 64BC31A4 00000000 30A350B2
BB576DF4 E9CAE021 00000000 BB576DF4
05B339C5 63F63F69 00000000 05B339C5
3BBD3960 3AFD7467 00000001 00BFC4F9
862C03B7 93846B20 00000000 862C03B7
6BBDBE0B 09BDC76B 0000000B 00962C72
E5489FD2 ECC79665 00000000 E5489FD2
A098224B 633D1AE7 00000001 3D5B0764
9D3EB0B5 A06D392C 00000000 9D3EB0B5
301ABCFD F1330555 00000000 301ABCFD
4A92AF23 AF5F714D 00000000 4A92AF23
1D05AAF0 AD5C6204 00000000 1D05AAF0
E69D766F 763F3F82 00000001 705E36ED
BD4EFBD7 0F5064A2 0000000C 058A443F
A05686CC 3D7A3CF3 00000002 25620CE6
6FCB54D6 18C69EE5 00000004 0CB0D942
474781DA 4526478F 00000001 02213A4B
10C425C3 CAED5126 00000000 10C425C3
39A91762 36363E4A 00000001 0372D918
F6A84C6F DF375B34 00000001 1770F13B
B471F215 4C7B7DC2 00000002 1B7AF691
1E1E0C75 838CC28C 00000000 1E1E0C75
B81C8F13 6EFEF731 00000001 491D97E2
8B0ABC1A 913D68BE 00000000 8B0ABC1A
07AB3A78 AD6D14A9 00000000 07AB3A78
CD9A64DA 556487FF 00000002 22D154DC
12785B3D 7F898BEE 00000000 12785B3D
CC6F3113 657E8411 00000002 017228F1
B5B8E0C1 A11F8935 00000001 1499578C
86DD57FF F72B76F2 00000000 86DD57FF
6EFFA62B 78867930 00000000 6EFFA62B
24E65536 952E4F4E 00000000 24E65536
5D314AF8 2E67D400 00000002 0061A2F8
798EEAC0 A60864D7 00000000 798EEAC0
BE1CC9E2 A3A75A61 00000001 1A756F81
6ACDAFBE 75096F47 00000000 6ACDAFBE
087C2C5A 434485DC 00000000 087C2C5A
398004BF D0DCB092 00000000 398004BF
F74A1E51 1F9E3D60 00000007 19F670B1
5F968D71 17C901A9 00000004 007286CD
278A42E4 0619A3C5 00000006 02F06C46
3638889D 421BF738 00000000 3638889D
0D115CA5 A83F09C2 00000000 0D115CA5
AF4162D2 D3C01E92 00000000 AF4162D2
5E5A4081 C340B71B 00000000 5E5A4081
89227DB6 89AF3428 00000000 89227DB6
5B4FA312 FE8121C3 00000000 5B4FA312
60377CD6 377B4D07 00000001 28BC2FCF
B5973A5C 9FE3A0D8 00000001 15B39984
A7A1AB19 6340F63F 00000001 4460B4DA
0E69C6F3 83BDE6A7 00000000 0E69C6F3
4A7F3FF6 AE037B9D 00000000 4A7F3FF6
BBA5AAEA 30460D0C 00000003 2AD383C6
01F0CEF1 7A7594A2 00000000 01F0CEF1
A4AE213D B1BFEB78 00000000 A4AE213D
A1E0AE9F E12978D8 00000000 A1E0AE9F
2F8E03FB 88AF2731 00000000 2F8E03FB
0DFE4243 97E6900B 00000000 0DFE4243
5FC9193D 9E1402C9 00000000 5FC9193D
D471A403 B9E4DFE2 00000001 1A8CC421
386D0BEA AE3F467B 00000000 386D0BEA
764FE7C6 BD638D5C 00000000 764FE7C6
25EB72BE 3B7FA6BB 00000000 25EB72BE
04DF0577 A350E475 00000000 04DF0577
A84E7238 06AC8A76 00000019 0174ECB2
58BA8218 3C68C78F 00000001 1C51BA89
EAEFCD8E EAB2DA68 00000001 003CF326
A9525E55 03BC6757 0000002D 0134340A
A46B02CC C5AC4292 00000000 A46B02CC
CE064184 8ACCB221 00000001 43398F63
2A181F16 5AFCB100 00000000 2A181F16
325EA990 0AE842F9 00000004 06BD9DAC
C1A16CFE 4B7A472D 00000002 2AACDEA4
03C1585D 87E203E7 00000000 03C1585D
182C6A21 3942C8BE 00000000 182C6A21
6B6278ED B83C6878 00000000 6B6278ED
A97CB72D 549DED40 00000002 0040DCAD
EDC7E8D2 A1371BED 00000001 4C90CCE5
B5DE5F1C 591088E8 00000002 03BD4D4C
22173D4D 0F8A40A9 00000002 0302BBFB
CF4933D8 FC5B3A69 00000000 CF4933D8
F3B05B0D B7A35902 00000001 3C0D020B
44BB2717 174869DA 00000002 162A5363
CD2F5C32 1509750C 00000009 0FDA3EC6
EF1F1C31 6E35362B 00000002 12B4AFDB
7CBFB72E B6B7D3FE 00000000 7CBFB72E
4B22F4B5 E823E2C0 00000000 4B22F4B5
358E888D 03565F43 00000010 0028945D
817A3A7F 7ADF6A98 00000001 069ACFE7
0E6E4433 375DCF12 00000000 0E6E4433
172A5FAC 2C54D69B 00000000 172A5FAC
F6846EB0 04FA8504 00000031 0290F8EC
64EF50D4 21E5A498 00000002 212407A4
E954F235 747A5B1D 00000002 00603BFB
4352E369 3C9DBAC9 00000001 06B528A0
4A6F1EEC C691355A 00000000 4A6F1EEC
F07BB151 0D3CA353 00000012 0238357B
1398D5F1 E7AE819A 00000000 1398D5F1
5569F518 15DBADD7 00000003 13D6EB93
D65F35CB 07B33F51 0000001B 06778840
D41E63F7 03826BA1 0000003C 018D2A3B
B838B9CB 76848EB1 00000001 41B42B1A
07B05390 69FC4263 00000000 07B05390
D5D29A92 7E83A87C 00000001 574EF216
B36F8088 6E00F702 00000001 456E8986
6A497427 D86DA937 00000000 6A497427
A1344484 A2D65817 00000000 A1344484
AE57532E 78B62C09 00000001 35A12725
25842E23 BCC07E7E 00000000 25842E23
617250D5 E2E2A526 00000000 617250D5
CB2A9135 D065DF35 00000000 CB2A9135
E510AEBE A10F4892 00000001 4401662C
D2E22576 3B6A0AFC 00000003 20A40482
E0C08ED9 11B6DB57 0000000C 0C2E46C5
12BE76CB D416D8B3 00000000 12BE76CB
C7D0ECC9 F2931599 00000000 C7D0ECC9
8EBB5839 BF307182 00000000 8EBB5839
9A601998 9CA845F4 00000000 9A601998
1A19141C 3C0192A9 00000000 1A19141C
5E566936 FF0CD5C7 00000000 5E566936
E55AB5C5 F7D8CE15 00000000 E55AB5C5
CF61C689 604FBFCE 00000002 0EC246ED
EBD0CC32 90416A61 00000001 5B8F61D1
F7C805E8 33DD4BD5 00000004 2852D694
756A4AF3 4C64F4E8 00000001 2905560B
393E1294 193365F6 00000002 06D746A8
8B04B020 7DC4DD44 00000001 0D3FD2DC
554602A7 98958724 00000000 554602A7
7D4EF52E A9C08386 00000000 7D4EF52E
7FD49A2B 8E1934DB 00000000 7FD49A2B
F6E1B97F 2BC450C6 00000005 1C0C25A1
7767F062 DDFCA7C2 00000000 7767F062
BA4BFBD7 CCA253D0 00000000 BA4BFBD7
7BF89C75 C3799864 00000000 7BF89C75
869F879A 2A569060 00000003 079BD67A
F2427ED1 19A1FE5C 00000009 0B908D95
B5C4C0E2 4D57A4CF 00000002 1B157744
A837CBC5 4F22A423 00000002 09F2837F
092288D2 45F5C008 00000000 092288D2
C93F54C1 7C8D893C 00000001 4CB1CB85
CD4414CD D0D31133 00000000 CD4414CD
F206412C 5926A473 00000002 3FB8F846
54D6601D 96D155F7 00000000 54D6601D
537D5E30 54F4BD17 00000000 537D5E30
3773D2EC 4761342E 00000000 3773D2EC
9992CCD0 21E77866 00000004 11F4EB38
34776E9A 508C1E41 00000000 34776E9A
671F7065 201E23E4 00000003 06C504B9
32640233 F92A6BB8 00000000 32640233
4FF24E6D 29F43DB5 00000001 25FE10B8
B371392F 667C3810 00000001 4CF5011F
F5E83D27 A4FCE7B7 00000001 50EB5570
9F55B693 E378AF59 00000000 9F55B693
F01F87C4 F30D91F3 00000000 F01F87C4
29EDD45D 7B73E9F6 00000000 29EDD45D
BDB32619 674145AE 00000001 5671E06B
09A16647 D1AA53BD 00000000 09A16647
3BDB128C 557EC37E 00000000 3BDB128C
EB128F68 8A1081C0 00000001 61020DA8
F3E7EDDA B667E106 00000001 3D800CD4
7EC188E2 B6692971 00000000 7EC188E2
AF9C77CD 82E1E9BB 00000001 2CBA8E12
EF1F629E BD6D5ADF 00000001 31B207BF
3A19DB31 646C62F3 00000000 3A19DB31
CA359E40 9C9CE161 00000001 2D98BCDF
65EDE21D 9516FCB4 00000000 65EDE21D
9467CA7F AB37E2BF 00000000 9467CA7F
59BC4E38 D2D3C9FD 00000000 59BC4E38
5648BB46 2EA70B83 00000001 27A1AFC3
724146EB 47382C38 00000001 2B091AB3
E25F6B6A A1C88043 00000001 4096EB27
68A5DEC4 FCD6EB8D 00000000 68A5DEC4
4BC05BA7 A98C7D9B 00000000 4BC05BA7
1842CE67 BFBFDF4A 00000000 1842CE67
0FAAD6CA 62E2040C 00000000 0FAAD6CA
079D91B8 84EFC5DD 00000000 079D91B8
485A3BE6 CB15C7CD 00000000 485A3BE6
34DCFC64 28A96A9C 00000001 0C3391C8
72ACAF34 6A8AB615 00000001 0821F91F
236E6DB5 B65F8971 00000000 236E6DB5
085E4BED E17E28B5 00000000 085E4BED
A6AF53D2 D3688506 00000000 A6AF53D2
8CF129A3 051CD046 0000001B 02E73241
11E98541 0237B855 00000008 002BC299
3E1766EB A2660962 00000000 3E1766EB
F6257BE6 4F951109 00000003 076648CB
7CFDED01 D10FEA19 00000000 7CFDED01
F824DB12 DD34EBD8 00000001 1AEFEF3A
77AB838C 77FC3604 00000000 77AB838C
FB58C0E1 3D2A5637 00000004 06AF6805
5A134E40 7FB1606C 00000000 5A134E40
2AFF0433 29D88AAC 00000001 01267987
8B086A3E D2644A0F 00000000 8B086A3E
42DA613B B1550212 00000000 42DA613B
F1630A56 F9ED9C1C 00000000 F1630A56
790DA73D B3332E3C 00000000 790DA73D
370A2905 CE223D94 00000000 370A2905
BCEF257C C3D2C507 00000000 BCEF257C
E34183D6 4D078C6E 00000002 49326AFA
F829A048 E1644716 00000001 16C55932
DBC76CA6 26DA1026 00000005 19851BE8
99012C97 BFCD2494 00000000 99012C97
FD65055F 9837200F 00000001 652DE550
2A53EB32 9EC4CE37 00000000 2A53EB32
B4B2C188 201A2AFC 00000005 142FEA9C
2BFA8278 167313FD 00000001 15876E7B
38672DEE F6D872C0 00000000 38672DEE
B557E3D3 C07B3F3A 00000000 B557E3D3
88BE386B 9C849926 00000000 88BE386B
73F56CB9 714BDBD5 00000001 02A990E4
7EE31965 56CFC14E 00000001 28135817
9C6F7BB1 4D2B6129 00000002 0218B95F
2B70483E 2C09CA2C 00000000 2B70483E
A22B548D 6000C171 00000001 422A931C
B990FFE1 5E8FF2DF 00000001 5B010D02
12D170B4 B67BFDE0 00000000 12D170B4
D6AE7B49 27E704E1 00000005 0F2B62E4
31BC771C 5BB9C855 00000000 31BC771C
3B55AE47 8B1347D5 00000000 3B55AE47
8812040C B78486D9 00000000 8812040C
6E5B415E 702A5449 00000000 6E5B415E
1FE865D2 20256987 00000000 1FE865D2
ED5D558C A8913110 00000001 44CC247C
D3AE21B0 09CA1C69 00000015 0619CD13
6DE8983E 2EA64393 00000002 109C1118
6E1EAAE2 D759B634 00000000 6E1EAAE2
D2712880 D58DCC8E 00000000 D2712880
110F7DAF FB443678 00000000 110F7DAF
28F144A0 C160CB54 00000000 28F144A0
07EE9C76 C14E5429 00000000 07EE9C76
4224908E 463B6759 00000000 4224908E
381454BE 0B98B296 00000004 09B18A66
704CE49A 2FA9A7A1 00000002 10F99558
78F775D7 5B01A824 00000001 1DF5CDB3
27F181E8 69C5C1F7 00000000 27F181E8
3E5580B4 18730ED0 00000002 0D6F6314
D23BC994 1488227C 0000000A 04EA70BC
53062637 B6BE9BDA 00000000 53062637
5BDC3C89 3DFB312F 00000001 1DE10B5A
7237EA0A F9EF8F65 00000000 7237EA0A
0555FFBB 295F7B61 00000000 0555FFBB
75128C68 2FF21DF1 00000002 152E5086
9BAF4540 BD9FF101 00000000 9BAF4540
8D071CA7 2B28CE4B 00000003 0B8CB1C6
8838CFD1 9DD13EA9 00000000 8838CFD1
606B0273 7EE8C78B 00000000 606B0273
CF38E9F2 6DF2FEDD 00000001 6145EB15
F4FC7C18 7FE33579 00000001 7519469F
621F5F29 276ECA99 00000002 1341C9F7
D5CF6E5D 233944BB 00000006 0277D1FB
503D2605 655A8505 00000000 503D2605
C864DF31 AEA7FD71 00000001 19BCE1C0
25F12F9B 9E1AC0B1 00000000 25F12F9B
EC5AB161 D2968672 00000001 19C42AEF
9A61E709 0653C2F4 00000018 0287A029
70FD8B27 204AA59D 00000003 101D9A50
51DD6CA7 16E96ED9 00000003 0D21201C
2D891ED7 2E9B91F0 00000000 2D891ED7
00DDA637 2052196C 00000000 00DDA637
6AE47746 6BD6592B 00000000 6AE47746
E682867F 8134D99E 00000001 654DACE1
96C1F354 6BBEE3FF 00000001 2B030F55
607AA622 668CAD60 00000000 607AA622
897DC119 C17C719F 00000000 897DC119
D55FD5F5 5CCCF9E7 00000002 1BC5E227
26705136 4C7DEC60 00000000 26705136
6BCEDE80 95E20D79 00000000 6BCEDE80
0E56890A 704B0E3F 00000000 0E56890A
8C3C33AE D9F0D29E 00000000 8C3C33AE
267DB02B 280AF446 00000000 267DB02B
216955D0 647C3E07 00000000 216955D0
0EA14E3B F4359264 00000000 0EA14E3B
32C5494A 6E3221F1 00000000 32C5494A
1CB58815 E0EAEE08 00000000 1CB58815
4BF73B55 9DAC3BC3 00000000 4BF73B55
5462BBFA 28623828 00000002 039E4BAA
43652DEA AECFBBBF 00000000 43652DEA
B0423938 90B0F073 00000001 1F9148C5
600ABCE0 97B6808D 00000000 600ABCE0
7B4E5C7E 2FDC1FA6 00000002 1B961D32
462AE04E FFFF9349 00000000 462AE04E
98C3E9A7 E5FB5689 00000000 98C3E9A7
E8475D42 69260877 00000002 15FB4C54
DC618099 AAF3BFED 00000001 316DC0AC
E0E4131B D97A29FE 00000001 0769E91D
14A87210 87F0D876 00000000 14A87210
020F2458 485DE715 00000000 020F2458
B04E03BB 88DEE621 00000001 276F1D9A
2DC72C3F A11AA679 00000000 2DC72C3F
722103F0 921EB06A 00000000 722103F0
44B41368 6931C0DE 00000000 44B41368
1269605E 1BC8A8E8 00000000 1269605E
B3D46377 7ABFC198 00000001 3914A1DF
1B58BD18 1644BB20 00000001 051401F8
81ED9444 851A84D3 00000000 81ED9444
9F6D91E2 D217F882 00000000 9F6D91E2
CBB4F58D 11256D7A 0000000B 0F19414F
5C896820 724C8BD3 00000000 5C896820
76C0D636 EF0DF4DB 00000000 76C0D636
AC85B3F3 578FC269 00000001 54F5F18A
2F55D838 C527F91B 00000000 2F55D838
BE1802F7 BFCAF8F1 00000000 BE1802F7
B5A36808 6FCAB822 00000001 45D8AFE6
B2A742C2 3071909B 00000003 215290F1
9444D3CE FA86A8C2 00000000 9444D3CE
899D386D 7FDC4B83 00000001 09C0ECEA
3AA6A6E0 79FCA53E 00000000 3AA6A6E0
DE9C44FB F236A211 00000000 DE9C44FB
8FAF005F BFBF3D29 00000000 8FAF005F
1924D9B7 48D2220D 00000000 1924D9B7
1738E53F 620465D3 00000000 1738E53F
D6749ECB B83FDDAC 00000001 1E34C11F
EB52E07A A83CE429 00000001 4315FC51
204492D6 CAC3CC66 00000000 204492D6
9D03A26F 15C4136A 00000007 04A71A89
01EC8EA6 24D3BAA1 00000000 01EC8EA6
A6665503 B7129863 00000000 A6665503
66D6CF4D B6201E90 00000000 66D6CF4D
57D60615 D9D11202 00000000 57D60615
3A2AFD08 D816F1B8 00000000 3A2AFD08
CD4B4342 8423BC8E 00000001 492786B4
87BA5E98 E56861DF 00000000 87BA5E98
